title,score,members,favorites
Kachikachi Yama: Umi Yama-hen,5.56,101,0
Natsu no Arashi! Akinaichuu,7.4,14194,8
Busou Shoujo Machiavellianism,7.14,134587,398
Glass no Kamen,7.47,5255,31
Yume Senshi Wingman,6.72,1263,4
Sore Ike! Anpanman: Minami no Umi wo Sukue!,5.87,139,0
Sakana no Kuni,4.85,87,0
Youkai Watch Movie 1: Tanjou no Himitsu da Nyan!,7.27,1836,3
Nazo no Kanojo X,7.35,134789,1225
Gooorgeous,5.77,765,1
Midori no Makibao,6.62,674,5
Kero Kero Keroppi no Tomodachi ni Narou yo,6.0,123,0
Hakuouki Sekkaroku,7.8,18397,78
Mahoromatic: Automatic Maiden,7.26,42751,177
Ghost in the Shell: Arise - Border:3 Ghost Tears,7.47,28909,20
Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,8.79,167218,4683
Masamune Datenicle,6.02,2006,4
Mai-Otome Specials,7.08,4978,4
Nobunaga-kun no Minna de Yakusoku Hi no Youjin,5.6,85,0
Ore Monogatari!!,8.07,295870,2836
Nazotokine,4.93,10107,3
No Game No Life,8.41,970460,31782
Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,8.47,189081,4922
Bakuten Shoot Beyblade,6.8,62233,276
Anju to Zushioumaru,6.22,911,1
Crayon Shin-chan Gaiden: O-o-o no Shinnosuke,6.58,357,0
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,8.13,133147,409
Ashita no Joe 2,8.6,12457,529
UFO Princess Valkyrie,6.86,13799,41
Crayon Shin-chan Manatsu no Yoru ni Ora Sanjou! Arashi wo Yobu Den-O vs. Shin-O 60-bu Special!!,6.74,1397,6
Bakunyuu Oyako,6.31,7001,79
IRoid: Koi no Yuukou Frontier,4.3,77,0
Akuma no Riddle: Shousha wa Dare? Nukiuchi Test,6.64,25267,40
Chocolat no Mahou,6.2,4643,10
Doraemon (2005) Specials,6.36,208,0
Tonari no Kaibutsu-kun: Tonari no Gokudou-kun,7.24,60113,49
Neko Ramen,6.43,2512,13
Dyogrammaton,5.37,1956,4
Xiong Chumo Zhi: Xiari Lianlian Kan,3.5,55,0
Cofun Gal no Coffy,4.53,109,0
Amakage,5.25,33,0
Mizu no Kotoba,6.93,18533,24
Starship Operators,7.05,11280,34
Nurse Witch Komugi-chan Magikarte Z,6.79,4454,4
Kikou Kantai Dairugger XV,6.55,1441,6
Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,8.99,252062,4154
Black Jack (TV),7.71,19936,142
Chousoku Spinner,6.8,2584,11
Blue Seed 2,6.54,4357,5
Yomigaeru Sora: Rescue Wings Special,7.04,2142,1
Junk Land The Animation,6.82,3463,12
Wheels,4.55,415,0
Neko to Nezumi,6.75,127,0
Jitaku Keibiin,6.86,3425,14
Yuru Yuri Nachuyachumi!+,7.84,29582,77
Genkaku Cool na Sensei ga Aheboteochi!,7.23,5326,57
Hitotsuboshi-ke no Ultra Baasan,5.15,145,0
Tsuki ga Noboru made ni,6.29,383,0
Shigofumi Picture Drama,6.67,3194,0
Uta no☆Prince-sama♪ Maji Love 2000%: Shining Star Xmas,7.43,17707,85
Dokusen,5.62,1365,4
Kishuku Gakkou no Juliet,0.0,2647,12
Futari wa Precure: Splash☆Star,7.22,6814,38
Nekojiru-sou,7.42,44166,539
Chizu no Nai Bouken,5.27,126,0
Mardock Scramble: The Second Combustion,7.47,29464,48
Yamatarou Kaeru,6.2,473,0
Pumpkin Scissors,7.22,28839,102
Fruity Samurai,5.28,263,0
Carol,5.24,687,0
Tennis no Ouji-sama: Atobe kara no Okurimono - Kimi ni Sasageru Tennis Prince Matsuri,7.58,11668,43
Brave 10,6.92,102492,241
Kara no Kyoukai 7: Satsujin Kousatsu (Kou),8.52,120714,1446
Kuragehime,8.21,134113,3094
Kwaegeol Longman Narongi,6.64,106,1
Tanaka-kun wa Itsumo Kedaruge Specials,7.45,10965,13
Ai Yori Aoshi: Enishi,7.23,43322,71
Dai Mahou Touge,7.06,23376,79
Kidou Senkan Nadesico,7.58,34217,354
Ishitsubutsu Toriatsukaijo,5.48,125,0
A-Girl,5.48,1053,4
Ecchan no Sensou,6.38,158,0
Goro-chan,5.07,203,0
One Piece: Kinkyuu Kikaku One Piece Kanzen Kouryakuhou,7.32,7902,12
Touch,8.11,17119,328
"""Bungaku Shoujo"" Kyou no Oyatsu: Hatsukoi",7.0,15973,12
Generator Gawl,7.07,6557,26
Gintama,9.01,459031,33781
Je Bul Chal-ssi Iyagi,5.86,272,0
Accelerando: Datenshi-tachi no Sasayaki,6.98,9152,73
Koi to Senkyo to Chocolate: Ikenai Hazuki-sensei,6.84,4987,1
Asagao to Kase-san.,0.0,8372,18
Mirai Nikki (TV): Ura Mirai Nikki,6.7,40186,81
God Eater,7.49,280523,1464
Cardcaptor Sakura: Kero-chan ni Omakase!,7.46,23692,409
Crayon Shin-chan Movie 05: Ankoku Tamatama Daitsuiseki,7.32,2347,3
Chocotan!,5.99,3652,4
Shakunetsu no Takkyuu Musume,7.15,26490,98
Wakakusa no Charlotte,6.9,1387,6
Glass no Kantai: La Legende du Vent de l&#039;Univers,6.63,8960,22
Erementar Gerad: Aozora no Senki,5.78,1031,0
Love Kome: We Love Rice 2nd Season,4.83,2537,1
Fake,6.64,13049,43
Hino Hideshi Toukaidou Yotsuya Kaidan,5.4,324,0
Suite Precure♪ Movie: Torimodose! Kokoro ga Tsunaku Kiseki no Melody♪,7.11,3473,2
6♥Princess,5.71,2687,3
Koe no Katachi,9.04,511915,19815
Mirai Robo Daltanias,6.83,715,2
Kupu~!! Mamegoma!,6.48,466,2
Honoo no Toukyuuji: Dodge Danpei,7.44,2853,13
Halo Legends,7.13,25691,128
Toki wo Kakeru Shoujo,8.35,411479,4395
Soredemo Tsuma wo Aishiteru,6.58,4510,42
Hanitarou Desu.,5.83,65,0
Tokimeki Memorial 4 OVA,6.23,1456,1
Fractale,7.03,63957,191
"Yami no Kioku, Yume no Inei",4.21,266,0
Da Yu Hai Tang,7.82,13972,56
Xenosaga The Animation,6.44,15400,36
The Five Killers,6.05,482,2
Seireitsukai no Blade Dance Specials,6.8,20869,14
Touyama Sakura Uchuu Chou: Yatsu no Na wa Gold,5.62,282,0
Bakugan Battle Brawlers,6.37,39861,160
Soukyuu no Fafner: Arcadian Memory,6.65,2082,1
Kaishain x Sumida Suizokukan Bikkuri! Kai Matsuri CM,4.11,64,0
Wo Jia Da Shixiong Naozi You Keng,6.63,709,1
Jungle no Ouja Taa-chan,7.27,1124,12
Shining Tears X Wind,6.6,26583,68
Shoubushi Densetsu Tetsuya,7.6,4795,21
The iDOLM@STER Shiny Festa,7.28,12301,13
Pokemon: Yadoking no Ichinichi,6.21,7600,2
Long Riders!,6.64,17061,33
Happiness Charge PreCure! Movie: Ningyou no Kuni no Ballerina,7.18,1839,1
Shin Tennis no Ouji-sama OVA vs. Genius 10,7.72,8757,45
Zunda Horizon,5.89,839,1
Hyper Police,7.03,6167,35
Fujoshi no Hinkaku,6.23,728,0
Doubutsu Tonarigumi,5.14,177,0
Burn Up!,6.19,5065,3
Yankee Hamster,6.62,143,3
Star Wars: Saigo no Jedai - Tokubetsu Eizou,5.43,166,0
Maeterlinck no Aoi Tori: Tyltyl Mytyl no Bouken Ryokou,6.47,411,2
Yokohama Kaidashi Kikou: Quiet Country Cafe,7.29,9601,28
Precure Dream Stars! Movie,6.88,1252,3
Sugar Bunnies,6.38,417,2
Kujiratori,6.58,2064,1
Miyazaki Maya Daizukan,5.92,2540,9
Hashiri Hajimeta bakari no Kimi ni,6.44,971,1
Boogiepop wa Warawanai,0.0,5566,3
Owarimonogatari 2nd Season,9.02,113928,2432
Violence Jack: Harlem Bomber-hen,5.36,6110,10
Fight Ippatsu! Juuden-chan!!,6.76,23935,47
Furusato Meguri: Nippon no Mukashibanashi,6.14,564,0
Burn Up! W,6.46,6664,5
Shippuu! Iron Leaguer: Silver no Hata no Moto ni,6.86,207,1
Shou-chan Sora wo Tobu,5.07,110,0
Ni ga Mushi Ojisan,3.29,26,0
Aoi Kioku: Manmou Kaitaku to Shounen-tachi,5.92,227,1
Mazinger ZIP!,6.05,430,0
Chein Kuro-Nikuru!!,5.4,700,0
Haitai Nanafa,6.09,7398,13
Endride,5.78,47992,53
Sci-fi Harry,6.3,5988,15
Luna-tan: 1-mannen no Himitsu,5.43,147,0
Hagure Yuusha no Aesthetica,7.16,217315,920
Shaman King Specials,7.37,14226,30
Dodani,5.7,89,1
Garo: Honoo no Kokuin,7.5,89015,342
Enbo,7.25,11260,235
Zton Jingai Animation: A Beautiful Greed Nulu Nulu,6.52,2396,13
Flag,7.28,12777,47
ēlDLIVE,6.3,33038,45
Grander Musashi RV,7.18,1249,7
Fushigi na Somera-chan Special,5.69,686,0
Doraemon Movie 14: Nobita to Buriki no Labyrinth,7.22,1776,3
Lupin III: Harimao no Zaihou wo Oe!!,7.11,3772,1
Marco: Haha wo Tazunete Sanzenri,7.21,1368,0
Time Bokan Series: Itadakiman,6.21,412,0
Batsu & Terry,5.71,251,0
Mai Mai Shinko to Sennen no Mahou,7.32,8461,16
Surprise 4 U.,5.57,201,0
I&#039;m Coming,4.22,81,0
Yonimo Osoroshii Nihon Mukashibanashi,5.9,847,2
Kagaku Kyuujo-tai TechnoVoyager,6.3,521,3
Tenrou: Sirius the Jaeger,0.0,3825,3
Fortune Quest: Yo ni mo Shiawase na Boukensha-tachi,6.29,616,0
Turn A Gundam I Movie: Earth Light,6.66,2957,0
Romangeun Eobsda,6.56,118,0
Aquarian Age: Saga II - Don&#039;t Forget Me...,5.94,2632,1
Oni Chichi: Rebuild,7.58,14297,96
Christmas Morgue,5.31,106,0
Hello Kitty no Fushigi na Mizuumi,6.0,138,1
Ojousama☆Yomeiri Kousou!,7.06,5121,21
Hanakappa,5.61,258,0
Shaonian Jinyiwei,6.55,140,1
Lupin III: Hemingway Paper no Nazo,7.05,3572,4
Backkom Specials,6.26,182,0
Souryo to Majiwaru Shikiyoku no Yoru ni...,4.6,26678,70
Yobai Suru Shichinin no Harame,6.7,2465,7
Mochi Mochi no Ki,4.62,143,0
Kyouryuu Boukenki Jura Tripper,6.9,973,6
Higashi no Eden: Falling Down,7.51,11290,15
Ling Yu: Di San Ji,6.95,428,0
Asobo Toy-chan,5.36,103,0
Yodel no Onna,5.7,471,1
Sabage-bu! Specials,7.35,11989,13
The Chocolate Panic Picture Show,4.69,1594,2
Fushigi Yuugi,7.75,73588,1922
Science Anime: Choudendou Monogatari,6.25,65,0
Kaminari Boy Pikkaribee★,6.67,108,1
Keroro Gunsou,7.88,40724,810
Jigoku Sensei Nube: Kyoufu no Natsu Yasumi! Asashi no Uni no Gensetsu,6.85,1324,0
Kochira Katsushikaku Kameari Kouenmae Hashutsujo,6.75,479,4
Kuroi Hitomi,0.0,221,0
Otoko Ippiki Gaki Daishou,7.65,275,1
Ao no Exorcist: Ura Ex,7.21,55501,53
Baka to Test to Shoukanjuu Mini Anime,6.82,7524,13
Eightman After,6.34,2193,7
Mrs. Junkie,6.83,4838,31
Galaxy Angel 3,7.4,6943,16
Tezuka Osamu Monogatari: Boku wa Son Gokuu,6.49,373,1
Mahou Shoujo Lyrical Nanoha: The Movie 2nd A&#039;s,8.28,16286,170
Neko Neko Nihonshi 3rd Season,0.0,31,0
Detective Conan: Conan vs. Kid - Jet Black Sniper,7.57,2900,3
Toriko no Chigiri,6.3,2699,6
Kaitou Reinya Pilot,5.42,541,0
Venus Project: Climax,5.42,5505,5
Oshushi Da yo,4.78,103,1
Karas,7.5,50246,306
Tetsuwan Atom: Chikyuu Saigo no Hi,6.06,437,0
Yu☆Gi☆Oh! Zexal Second: Iza! Saishuu Kessen e!! Special,6.26,1744,0
Nurarihyon no Mago: Sennen Makyou,8.11,98240,542
Gundam Evolve,6.82,7233,16
Danshi Koukousei no Nichijou Specials,7.93,68248,112
Ghost in the Shell Arise Episode: [.jp],6.52,3272,3
Ane Log: Moyako Neesan no Honpen wo Tobidashite Tomaranai Monologue Specials,5.35,2063,1
Strange Dawn,6.54,2634,5
Overlord Movie 1: Fushisha no Ou,7.7,33180,68
Shokupan Mimi,5.66,1044,2
Glasslip,5.53,115192,190
Sun Set Sun,5.3,207,0
Kobayashi-san Chi no Maid Dragon,8.19,345552,6098
Akame ga Kill! Theater,6.7,35008,47
Detective Conan Movie 12: Full Score of Fear,7.94,25166,8
Ai to Yuuki no Pig Girl Tonde Buurin,6.68,7136,32
Xiyouji zhi Dasheng Guilai,6.96,1159,1
Osomatsu-kun: Suika no Hoshi kara Konnichiwa zansu!,6.26,374,0
Kasumin,6.34,346,1
Duel Masters Movie 2: Lunatic God Saga,6.24,678,1
"Oyaji no, Imo no Kamisama.",5.88,280,0
Hoshizora no Orgel,3.63,30,0
Kinnikuman: Ooabare! Seigi Choujin,6.41,471,0
Mahou Sensei Negima!,7.08,95850,558
Sailor Victory,5.88,1031,2
Strike Witches,7.11,115592,933
Mitsudomoe,7.69,69607,497
Monster Musume no Iru Nichijou,7.3,298139,2135
Kujira no Josephina,6.38,236,2
Mr. Shape: High Touch Taisou,3.86,101,0
Eromanga-sensei,6.9,253108,1558
Flutter of Birds II: Tenshi-tachi no Tsubasa,5.63,1041,0
Himitsu no Akko-chan 2,6.33,494,1
Osomatsu-kun: Iyami wa Hitori Kaze no Naka,6.46,335,1
Ojamanga Yamada-kun (Movie),6.72,206,0
Life!,5.71,295,0
Cardcaptor Sakura: Clear Card-hen,8.23,58006,1523
Tsuma Shibori,7.14,5609,47
Sore Ike! Anpanman: Yousei Rinrin no Himitsu,5.79,123,0
Inyouchuu Shoku: Ryoushokutou Taimaroku,6.49,3956,41
Mahouka Koukou no Rettousei Movie: Hoshi wo Yobu Shoujo,7.59,64046,284
Sanrio Christmas Fantasia,6.0,100,0
Daisetsusan no Yuusha Kibaou,7.15,431,1
Initial D Final Stage,8.31,39616,267
Planetes Picture Drama,5.72,1470,0
Akakichi no Eleven,6.81,1204,6
Mobile Suit SD Gundam&#039;s Counterattack,6.55,2304,4
Hellsing: The Dawn,7.32,53371,119
Miyori no Mori,7.02,8026,11
Tensai Bakabon,6.49,457,2
Kappa no Suribachi,5.0,76,1
Little Monica Monogatari,6.54,6678,29
Manga Mitokoumon,6.69,268,1
Ijime wa Zettai Warui!,5.6,70,0
Hashire! Osomatsu-san,6.15,869,2
Battle Girl High School,5.87,15202,42
Born by Myself,3.36,1302,0
Final Fantasy VII: On the Way to a Smile - Episode: Denzel,7.2,20879,13
Mormorando,5.17,288,0
Noragami Aragoto,8.41,545009,7040
Ginga Hyouryuu Vifam: Chicago Super Police 13,6.05,182,0
Kämpfer für die Liebe,6.62,43040,34
Magical Witch Academy: Boku to Sensei no Magical Lesson The Animation,6.36,3593,19
Hell Target,4.9,964,6
Shinigami no Ballad.,7.0,36258,90
Macross 25th Anniversary: All That VF Macross F Version,6.49,2587,3
Bishoujo Senshi Sailor Moon: Sailor Stars,7.99,63024,865
Lupin III: Twilight Gemini no Himitsu,7.14,4222,1
"Genesis Climber Mospeada: Love, Live, Alive",6.33,914,0
Princess Connect!,5.2,331,0
Freezing Vibration Specials,6.63,16057,12
Karma,5.32,163,0
Rurouni Kenshin Recap,7.39,5605,18
Haou Daikei Ryuu Knight: Adeu Legend Final,6.33,515,0
Shin-ban Megami Tantei Vinus File,5.87,965,4
Escape from Tsuki no Uragawa Zoo,5.51,122,0
Kyoushoku Soukou Guyver,6.4,3905,20
Majin Sentai Death Ranger: Ubawareta Pudding!,4.9,168,0
Discipline,7.04,19810,317
Jungle Taitei (1989),6.77,2337,9
Fushou Shita Senro to Tsuki,8.0,43,0
Taiho Shichau zo Special,7.13,3458,3
Ama Gli Animali,5.15,72,0
Senki Zesshou Symphogear AXZ,7.66,14540,321
Boku no Kanojo ga Majimesugiru Sho-bitch na Ken OVA,6.68,11127,18
Odin: Koushi Hansen Starlight,5.21,1799,3
Hello Jadoo,5.86,68,0
Pigeon Blood,5.55,2892,9
Saishuu Heiki Kanojo: Another Love Song,7.18,13752,16
Ginga Eiyuu Densetsu: Die Neue These Seiran 1,0.0,2780,4
Tomie,6.36,6882,3
Seimei no Kagaku: Micro Patrol,7.24,1106,1
Fight Ippatsu! Juuden-chan!! OVA,6.56,1850,0
Senki Zesshou Symphogear GX,7.49,24642,312
Medama Oyaji no April Fools&#039;,5.32,428,1
Sekai Meisaku Douwa: Mori wa Ikiteiru,7.01,1229,2
Ai no Kusabi,7.31,24873,358
Hiromi,4.0,33,0
Apartment!,5.53,954,0
Yuuki Yuuna wa Yuusha de Aru: Hidamari,7.04,4657,3
Ansatsu Kyoushitsu: 365-nichi no Jikan,7.71,27873,66
Naruto: Shippuuden Movie 1,7.41,138841,285
Kateikyoushi Bishounen Kari,4.24,477,0
Sword Gai,5.79,940,2
C: The Money of Soul and Possibility Control,7.38,195728,1055
Air Movie,7.35,48386,115
Kagami no Genon,6.02,2024,2
Seikai no Senki III,7.81,12673,46
Sensitive Pornograph,6.99,32220,199
Akatsuki no Yona OVA,8.15,53441,180
The King of Fighters: Destiny,6.82,1778,8
Nisekoi,7.81,510176,7773
Magi: Sinbad no Bouken,7.99,69966,168
Megami Kyouju,5.72,1654,3
Oh! My Konbu,5.77,117,0
Senkaiden Houshin Engi,7.22,12432,74
Ganso Banana no Tamashii,4.61,176,0
Magic Kaito,7.98,37648,239
Kuromukuro,7.35,75446,284
The Harmonic Gleam Vibration,4.81,237,0
Godzilla: Kaijuu Wakusei,6.72,25541,42
Shamanic Princess,6.73,7841,45
Drifters,8.05,241830,1825
Chouon Senshi Borgman 2: Shin Seiki 2058,5.89,429,0
Baka Dakedo Chinchin Shaburu no dake wa Jouzu na Chii-chan♡,7.13,3989,24
Oda Nobuna no Yabou,7.62,178339,974
King of Prism by Pretty Rhythm Short Anime,6.5,474,1
Donburi Kazoku,5.97,3089,7
Ryoujoku Joshi Gakuen,5.69,646,0
Kami nomi zo Shiru Sekai: Nonstop!! Hunters,6.63,8117,7
Sabaku no Kaizoku! Captain Kuppa,7.0,266,1
Washimo 2nd Season,4.5,148,0
Hakuouki: Otogisoushi,6.68,3948,7
Chinetsu Karte: The Devilish Cherry,6.75,3411,15
Digimon Savers: Agumon! Gaomon! Lalamon! Bakuretsu! Jougai Last Battle!,6.71,5205,6
Tales of Symphonia The Animation: Kratos-sensei no Private Lesson,6.83,7133,7
Doraemon: It&#039;s Summer!,6.54,677,0
Amanchu! Advance,7.56,16613,22
Hello Kitty no Hakuchou no Ouji,6.27,205,0
GUNbare! Game Tengoku 2 the Movie,5.09,139,0
Hetalia: The World Twinkle,7.58,22682,270
Outlanders,6.1,3588,14
Yumekuri,5.55,5105,4
Wonderland to Hitsuji no Uta,4.95,88,0
Tao Hua Yuan Ji,6.14,202,0
Yumehito: Yumejin,3.8,35,0
BraFro x Taka no Tsume: Brave Funding Prologue,3.42,126,0
Release the Spyce,0.0,2042,1
Hokuto no Ken,7.96,61368,1459
R-15 OVA,6.82,14477,2
Sekai Jinken Sengen,6.0,34,0
Tsubasa to Hotaru (2015),6.53,2878,1
Ookami Shoujo to Kuro Ouji Recap,6.92,8312,11
Candy no Yume,4.16,58,0
Shin Captain Tsubasa,7.2,6493,11
Oh! Super Milk-chan Special,6.21,257,0
A-jang.com,5.81,342,2
Hitorijime My Hero,7.61,41371,470
Examurai Sengoku,6.52,3074,5
GJ8man: Dai 1-bu - Soushuuhen,4.53,84,0
Sue Cat,6.14,175,0
"Ano Natsu de Matteru: Bokutachi wa Koukou Saigo no Natsu wo Sugoshinagara, Ano Natsu de Matteiru.",7.28,26840,24
Hipira-kun Special,5.1,243,0
Ghost in the Shell: Stand Alone Complex 2nd GIG - Individual Eleven,8.09,20636,38
Violet Evergarden,8.59,346230,6071
Happyakuyachou Hyouri Kewaishi,5.63,258,3
Shakugan no Shana III (Final) Specials,7.21,15557,18
Medaka Box Abnormal,7.57,87878,231
Stitch to Suna no Wakusei,5.68,325,1
RahXephon,7.5,79101,841
Rinne no Lagrange: Kamogawa Days,6.86,6672,3
Ghost in the Shell: Stand Alone Complex - Solid State Society 3D - Tachikoma no Hibi,6.96,3957,5
Stray Sheep: Poe no Chicchana Daibouken,5.77,159,0
Elf-ban Kakyuusei: Anata dake wo Mitsumete...,6.38,2168,4
Toushou Daimos,7.24,3576,21
Dimension W,7.31,182512,618
Match Shoujo,5.65,467,1
Kizuoibito,4.89,776,1
91 Days,7.89,254730,2388
Onigamiden,6.6,9202,12
Nijuushi no Hitomi,6.14,101,0
Bell to Kaijuu Ouji,5.82,54,0
Biriken,5.08,146,0
Warau Tsuki,6.4,39,0
Detective Conan Movie 09: Promo Special,7.78,5585,3
Magic Knight Rayearth II,7.6,21960,129
Kyoukasho ni Nai!,5.76,2806,4
Fin-tan,4.53,115,0
Jian Wangchao,6.3,1076,2
Trip Trek,5.06,197,0
Tetsujin 28-gou: Hakuchuu no Zangetsu,6.68,537,3
Chiruran: Nibun no Ichi,5.71,5536,9
RideBack,7.35,36570,125
Guomin Laogong Dai Huijia 3rd Season,6.92,629,4
Z/X: Ignition,6.63,30378,55
Hello Kitty no Okaze wo Hiita Santa-san,6.5,101,0
NG Knight Ramune & 40 DX: Wakuwaku Jikuu - Honoo no Daisousasen,6.65,545,1
Dragon Ball Z Movie 09: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu,7.31,65085,31
Hana to Chou,5.24,338,0
Ero Manga Mitai na Koi Shiyo,7.06,4552,12
Saint Beast: Kouin Jojishi Tenshi Tan,6.43,5301,12
Chuunibyou demo Koi ga Shitai!: Depth of Field - Ai to Nikushimi Gekijou,6.78,45172,29
Larva,6.01,350,3
Chinpui Specials,5.59,127,0
Complex x Complex,6.4,58,0
Metropolitan Museum,5.01,298,0
G-Taste,6.05,4371,24
Perestroika,5.0,61,0
School Rumble San Gakki,7.37,46856,89
Doraemon Movie 19: Nobita no Nankai Daibouken,7.23,1978,4
Heya (Music),5.42,134,0
Sword of Phantasia,5.54,95,0
Shimajirou to Fufu no Daibouken Movie: Sukue! Nana-iro no Hana,6.07,130,0
Phi Brain: Kami no Puzzle - Shukuteki! Rätsel-hen,7.38,25247,38
Uchuu Kyoudai: Number Zero,7.67,3831,4
Shingeki no Kyojin: Lost Girls,8.15,67254,118
Uta no☆Prince-sama♪ Maji Love 1000%,7.3,128961,1638
Love Selection The Animation,6.95,4587,17
To Be Hero,6.97,29223,69
Yoru no Hi,4.81,721,3
Kanokon: Manatsu no Dai Shanikusai Specials,6.64,12647,6
Yamato Takeru,7.05,1178,6
Totsuzen! Neko no Kuni Banipal Witt,6.92,1502,10
Sora no Method: Aru Shoujo no Kyuujitsu★,6.89,5732,6
Shinmai &#039;FUREAI&#039; Net. Concept Movie,4.31,72,0
Ikuze! Gen-san,6.14,166,0
Jibaku-kun,7.52,7669,51
Uchuu Enban Dai-Sensou,5.8,745,0
Tezuka Osamu Monogatari,4.9,118,0
Ane Kyun!: Joshi ga Ie ni Kita!,6.7,4117,16
Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka,7.45,7460,21
Fluximation,6.6,2617,1
Youkoso! Sukebe Elf no Mori e,7.61,3458,51
Project ARMS: The 2nd Chapter,7.19,3949,7
Galaxy Angel Z,7.26,7378,8
Usagi no Mofy,5.74,116,0
Rakugo Tennyo Oyui,6.11,1348,1
Time Bokan Series: Time Patroltai Otasukeman,6.47,496,0
3-gatsu no Lion meets Bump of Chicken,7.01,6191,9
Alps no Shoujo Heidi: Heidi to Clara-hen,6.62,920,0
3-bu de Wakaru Koizumi Yakumo no Kaidan,4.38,55,0
Akagami no Shirayuki-hime 2nd Season,8.13,138158,1001
Fushigi no Kuni no Miyuki-chan,5.9,8462,7
Konpeki no Kantai,6.4,1157,4
Kimi wa Sou Kimeta,4.94,151,0
Chibi Neko Chobi/Chibi Neko Kobi to Tomodachi,6.0,86,0
Lupin III: Tenshi no Tactics - Yume no Kakera wa Koroshi no Kaori,7.22,3890,1
Beast Wars Second Chou Seimeitai Transformers,6.52,1571,2
Choujigen Game Neptune The Animation,7.14,98676,1123
Dallyeola Hani,6.69,329,0
Neko Neko Nihonshi,6.4,940,2
Sequence,5.67,378,0
Saiki Kusuo no Ψ-nan,5.97,7045,35
Galo Sengen,6.32,945,6
Okashina Hotel,5.31,482,1
Dual Parallel! Trouble Adventures,7.16,12331,58
Paper Film,4.85,154,0
Licca-chan to Yamaneko Hoshi no Tabi,5.88,248,1
Sonic X Pilot,6.17,2325,12
No Game No Life: Zero - Manner Movie,7.26,7992,16
Rilakkuma to Kaoru-san,0.0,209,1
Injuu Alien,5.33,2094,3
Shin Hokuto no Ken,7.04,8387,12
Katekyo Hitman Reborn!: Mr. Rebokku no Ciao Ciao Interview,7.53,13657,61
Ginga Densetsu Weed,7.31,9217,196
Yuuguu Settai: Kotou no Gokuraku e Youkoso,5.77,2579,4
Sore Ike! Anpanman: Anpanman to Yukai na Nakama-tachi,5.29,149,0
Gasaraki,6.7,13289,24
Uchouten Kazoku,7.95,101554,1075
Onna Spy Goumon: Teki no Ajito wa Jotai Goumonsho,4.75,222,0
Compiler Festa,5.61,571,1
Gintama: Shiroyasha Koutan,8.37,36235,63
Puttsun Make Love,5.73,225,0
Kodomo no Omocha,7.26,3729,15
Manga Doushite Monogatari,6.74,194,0
Stereo,4.21,38,0
Show By Rock!! #,7.07,15545,40
Ryuusei no Rockman Tribe,7.08,4348,22
Jitensha-hen,4.85,110,0
3-tsu no Hanashi,5.24,396,0
Needless Specials,6.83,12919,13
Mayoi Neko Overrun!,6.83,92293,185
Running Boy: Star Soldier no Himitsu,5.67,138,0
Heya,4.01,1024,0
Cluster Edge,6.45,7839,12
Tanaami Keiichi no Shouzou,4.55,221,0
UG☆Ultimate Girls,5.68,6650,3
Hai! Akko Desu,7.0,398,3
Steins;Gate 0 OVA,0.0,13938,60
Pokemon Ranger: Hikari no Kiseki,6.6,6025,2
Gokujou!! Mecha Mote Iinchou Second Collection,6.59,1615,2
SKET Dance OVA,8.06,14522,14
Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,8.06,97596,354
Lu Shidai 2nd Season,7.11,1447,6
Freely Tomorrow,6.76,1712,4
Within the Bloody Woods,3.4,1495,0
Orange: Mirai,7.54,50240,94
Detective Conan Movie 03: The Last Wizard of the Century,8.14,34803,45
Tamagotchi!,6.37,703,7
Fate/Prototype,6.91,60671,89
Karadasagashi,5.54,3554,2
The iDOLM@STER Cinderella Girls: Special Program,6.51,2594,2
Angel Densetsu,7.5,14989,65
Memory of Red,3.82,511,0
Yamada-kun to 7-nin no Majo (OVA),7.58,49238,41
Puzzle & Dragons Cross,6.81,5920,25
Yoiko,6.33,2861,0
Teekyuu 5,6.84,12097,14
Mobile Suit Gundam Unicorn: One of Seventy Two,6.64,1328,1
Ghost in the Shell: Stand Alone Complex - Tachikoma na Hibi (TV),7.41,9279,4
Ninja Hattori-kun Plus Perman: Chounouryoku Wars,6.24,173,0
Souten Kouro,7.36,12452,38
Stretta The Animation,7.05,6970,42
Shenmi Shijie Lixian Ji 2,5.78,73,0
Hello Kitty no Alps no Shoujo Heidi,6.06,261,2
Koro no Dai Sanpo,6.75,1552,0
Soushin Shoujo Matoi: Kabushiki Gaisha Knight Busters,6.65,2126,0
Daiakuji: The Xena Buster,6.76,5331,27
Toaru Kagaku no Railgun: Misaka-san wa Ima Chuumoku no Mato desukara,7.54,43358,26
Choujin Densetsu Urotsukidouji 5: Kanketsu-hen,5.54,1391,0
Kanai,4.29,171,0
Chocotto Sister,6.87,16043,35
Choboraunyopomi Gekijou Dai Ni Maku Ai Mai Mii: Mousou Catastrophe Special,5.64,2613,1
