title,type,source,episodes,airing,studio
Pororo-wa Noraehaeyo,TV,Unknown,14,False,
Urusei Yatsura Movie 1: Only You,Movie,Manga,1,False,Studio Pierrot
Grasshopper Monogatari,Music,Original,1,False,
Hiyokoi,Special,Manga,1,False,Production I.G
Asobi ni Iku yo!: Asobi ni Oide - Owari,Special,Light novel,1,False,AIC Plus+
Pepsi Nex x 009 Re:Cyborg,Movie,Manga,3,False,
Akaneiro ni Somaru Saka: Hardcore,Special,Visual novel,1,False,TNK
Aldnoah.Zero,TV,Original,12,False,A-1 Pictures
Mochibei,Movie,Unknown,1,False,
Black Clover,TV,Manga,51,True,Studio Pierrot
Amanee!: Tomodachinchi de Konna Koto ni Naru Nante!,OVA,Manga,1,False,
Animation Seisaku Shinkou Kuromi-chan,OVA,Unknown,1,False,Yumeta Company
Tick & Tack,TV,Unknown,18,False,
Innocent Venus,TV,Original,12,False,Brain&#039;s Base
Ranma ½: Chuugoku Nekonron Daikessen! Okite Yaburi no Gekitou-hen!!,Movie,Unknown,1,False,
Sexy Commando Gaiden: Sugoiyo!! Masaru-san,TV,Manga,48,False,Magic Bus
Higenashi Gogejabaru,Music,Original,1,False,
Sakana no Iu Koto wo Kiku,Special,Original,1,False,
Denki Musou Hana,OVA,Manga,2,False,
Kerorinpasu,ONA,Original,1,False,
Giovanni no Shima,Movie,Original,1,False,Production I.G
Code Geass: Hangyaku no Lelouch R2,TV,Original,25,False,Sunrise
Gensei Shugoshin P-hyoro Ikka,Movie,Unknown,1,False,
Qin Shi Ming Yue 3D: Dianying Longteng Wanli,Movie,Novel,1,False,Sparkly Key Animation Studio
Dragon Ball Movie 4: Saikyou e no Michi,Movie,Manga,1,False,Toei Animation
Shokugeki no Souma: San no Sara,TV,Manga,12,False,J.C.Staff
Kodoku no Gourmet,ONA,Manga,10,True,
Crayon Shin-chan Movie 19: Arashi wo Yobu Ougon no Spy Daisakusen,Movie,Manga,1,False,Shin-Ei Animation
Yowamushi Pedal: Special Ride,OVA,Manga,1,False,TMS Entertainment
Zero no Tsukaima F,TV,Light novel,12,False,J.C.Staff
TWD Express Rolling Takeoff,Movie,Manga,1,False,Studio Gallop
Chiisana Viking Vickie,TV,Unknown,78,False,Nippon Animation
Queen&#039;s Blade: Unlimited,OVA,Other,0,False,
Tomoe ga Yuku!,OVA,Manga,2,False,Animate Film
Muhyo to Rouji no Mahouritsu Soudan Jimusho,TV,Manga,0,False,
Futari wa Nakayoshi: Goo to Sue,TV,Unknown,84,False,
Kurayami Santa,TV,Original,13,False,ILCA
Moonlight Sonata,OVA,Unknown,1,False,
Futa-bu!,OVA,Manga,2,False,Studio 9 MAiami
Gegege no Kitarou: Daikaijuu,Movie,Unknown,1,False,Toei Animation
Hakuouki Movie 2: Shikon Soukyuu,Movie,Visual novel,1,False,Studio Deen
Kakyuusei 2: Sketchbook,OVA,Visual novel,2,False,
Sakura Taisen: Katsudou Shashin,Movie,Visual novel,1,False,Production I.G
Hibike! Euphonium Movie: Todoketai Melody,Movie,Novel,1,False,Kyoto Animation
Ginga Nagareboshi Gin,TV,Manga,21,False,Toei Animation
Bishoujo Senshi Sailor Moon R: Make Up! Sailor Senshi,Special,Manga,1,False,Toei Animation
Taa-chan no Kaitei Ryokou,Movie,Original,1,False,
Ou Dorobou Jing,TV,Manga,13,False,Studio Deen
Pokemon Best Wishes! Season 2: Decolora Adventure,TV,Game,20,False,OLM
Nurarihyon no Mago: Sennen Makyou Recaps,Special,Unknown,2,False,Studio Deen
Onegai! Samia Don,TV,Unknown,78,False,
Hatoya,ONA,Other,1,False,
Osomatsu-san 2nd Season,TV,Manga,25,False,Studio Pierrot
Oppai Gakuen Marching Band-bu!,OVA,Visual novel,1,False,
Kuraibito,OVA,Visual novel,1,False,PoRO
Dragon Ball GT,TV,Manga,64,False,Toei Animation
Saibi,Movie,Original,1,False,
Kawa wa Dare no Mono?,Music,Original,1,False,
Mahou no Shiho-chan,OVA,Unknown,2,False,
Tanoshii Saki Uta Animation,ONA,Original,1,False,
Pure Aluminum: Sunoko-tan.,OVA,Other,1,False,Ishikawa Pro
Touka Gettan,TV,Visual novel,26,False,Studio Deen
Meiji Tokyo Renka Movie: Yumihari no Serenade,Movie,Game,1,False,Studio Deen
Ryouma 30 Seconds,TV,Unknown,5,False,
Ao Haru Ride,TV,Manga,12,False,Production I.G
Aru Machi Kado no Monogatari,Movie,Original,1,False,
Sidonia no Kishi: Daikyuu Wakusei Seneki,TV,Manga,12,False,Polygon Pictures
Doamaiger D,TV,Original,13,False,ILCA
Lu La La,Music,Original,1,False,
Nameless Flipbook,ONA,Original,1,False,
ef: A Tale of Memories.,TV,Visual novel,12,False,Shaft
Slayers Next,TV,Light novel,26,False,E&amp;G Films
Saenai Heroine no Sodatekata ♭,TV,Light novel,11,False,A-1 Pictures
RahXephon Interlude: Her and Herself/Thatness and Thereness,OVA,Original,1,False,Bones
Rec: Yurusarezarumono,Special,Manga,1,False,Shaft
Vie Durant,ONA,Original,8,False,Radix
Pokemon Best Wishes! Season 2: Shinsoku no Genosect - Mewtwo Kakusei,Movie,Game,1,False,OLM
Pinky Monkey x FaFa Collaboration Animation: At Afternoon of Sunny Day,ONA,Other,1,False,
Bokura no Hero,Music,Original,1,False,
Akane-chan no Wasuremono,ONA,Unknown,1,False,
Arslan Senki (TV) OVA,OVA,Manga,2,False,LIDENFILMS
Diabolus: Kikoku,OVA,Visual novel,2,False,PoRO
Evidence,Music,Unknown,1,False,
Kikou Kai Galient OVA,OVA,Unknown,3,False,Sunrise
Nihon Mukashibanashi: Saru Kani,Movie,Unknown,1,False,
Gegege no Kitarou (1985 Movie),Movie,Unknown,1,False,Toei Animation
Dorimogu Daa!!,TV,Unknown,49,False,
Occultic;Nine,TV,Light novel,12,False,A-1 Pictures
Chocolate Underground,ONA,Novel,13,False,Production I.G
Motto! Ojamajo Doremi: Kaeru Ishi no Himitsu,Movie,Unknown,1,False,Toei Animation
Metropolis,Movie,Manga,1,False,Madhouse
Spheres,TV,Unknown,26,False,
Hoshi wo Ou Kodomo,Movie,Original,1,False,CoMix Wave Films
Morimori Shima no Mogu to Perol,ONA,Original,1,False,dwarf
Manga Hajimete Omoshiro Juku OVA,OVA,Unknown,4,False,
Yuru Yuri,TV,Manga,12,False,Doga Kobo
Nude Batter Tetsuo,ONA,Original,1,False,
Guilty Crown: 4-koma Gekijou,Special,4-koma manga,11,False,Production I.G
Majutsushi Orphen Hagure Tabi,TV,Light novel,0,False,
Tate no Yuusha no Nariagari,TV,Light novel,0,False,Kinema Citrus
Deniroo&#039;s Circus,Special,Unknown,1,False,
Redline,Movie,Original,1,False,Madhouse
Hitsuji no Uta,OVA,Manga,4,False,Madhouse
Uchuu Densetsu Ulysses 31,TV,Original,26,False,TMS Entertainment
Dragon Rider,OVA,Unknown,2,False,
Hayou no Tsurugi: Shikkoku no Mashou,OVA,Unknown,2,False,
Star☆Jewel Gaiden: Natsumi Oblivion,OVA,Original,1,False,
Evangelion: 1.0 You Are (Not) Alone,Movie,Original,1,False,Khara
Berserk: Ougon Jidai-hen III - Kourin,Movie,Manga,1,False,Studio 4°C
Sotsugyou M: Ore-tachi no Carnival,OVA,Manga,2,False,Artland
Mouretsu Atarou (1990),TV,Manga,34,False,Toei Animation
Tennis no Ouji-sama: Zenkoku Taikai-hen,OVA,Unknown,13,False,M.S.C
Scratch x One Piece Film: Gold,Special,Other,1,False,
Asura,Movie,Manga,1,False,Toei Animation
Mahou Shoujo Ikusei Keikaku,TV,Light novel,12,False,Lerche
Honobono Log,TV,Picture book,10,False,Fanworks
Binbou Shimai Monogatari,TV,Manga,10,False,Toei Animation
Sore Ike! Anpanman: Bokura wa Hero,Movie,Unknown,1,False,TMS Entertainment
Tarzan,Movie,Unknown,1,False,
Kakegae no,ONA,Original,1,False,
Doraemon: Ganbare! Gian!!,Movie,Unknown,1,False,
Koukou Butouden Crows,OVA,Manga,2,False,
Hokuto no Ken: Raoh Gaiden Ten no Haoh,TV,Manga,13,False,Satelight
Juuippiki no Neko,Movie,Picture book,1,False,
Umeboshi Denka,TV,Original,26,False,
Kateikyoushi no Oneesan 2 The Animation: H no Hensachi Agechaimasu,OVA,Visual novel,2,False,
Garakuta-doori no Stain: Epilogue,OVA,Unknown,1,False,
Renkin San-kyuu Magical? Pokaan Specials,Special,Original,3,False,Remic
High School Mystery: Gakuen Nanafushigi,TV,Unknown,41,False,
Ice Fist,Music,Music,1,False,Onionskin
Feng Yun Jue,Movie,Unknown,1,False,
Biriken Nandemo Shoukai,TV,Unknown,22,False,Shin-Ei Animation
ACCA: 13-ku Kansatsu-ka Specials,Special,Manga,6,False,Madhouse
Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai - Kuro Sakura no Heya,Special,Manga,1,False,Silver Link.
Antinotice,Music,Original,1,False,
Free!: Eternal Summer – Kindan no All Hard!,Special,Original,1,False,Kyoto Animation
RGB Adventure,TV,Unknown,6,False,
Senjou no Valkyria: SenVal Theater,Special,Game,9,False,A-1 Pictures
Kareshi wa Hammerhead Shark,TV,Original,0,False,Kachidoki Studio
Haha Uzura,OVA,Unknown,1,False,
Kanojo to Kanojo no Neko,OVA,Original,1,False,
Houkago Midnighters: Short Movies Season 2,OVA,Unknown,1,False,
Crayon Shin-chan Movie 25: Shin-chan Shuurai! Uchuujin Shiriri,Movie,Manga,1,False,Shin-Ei Animation
Minami no Niji no Lucy Specials,Special,Unknown,2,False,Nippon Animation
Koukyoushihen Eureka Seven: Hi-Evolution 1,Movie,Original,1,False,Bones
Wakusei Robo Danguard Ace,TV,Original,56,False,Toei Animation
Saber Marionette J Again,OVA,Novel,6,False,Hal Film Maker
Sasurai no Shoujo Nell,TV,Novel,26,False,
Hashi no Mukou,ONA,Unknown,1,False,Iyasakadou Film
Jikuu Tenshou Nazca,TV,Manga,12,False,Genco
Nananin no Ayakashi: Chimi Chimi Mouryou!! Gendai Monogatari,TV,Original,8,False,DLE
There She Is!!,ONA,Unknown,5,False,
Chouja Raideen,TV,Unknown,38,False,Sunrise
Marine Dreamin&#039;,Music,Game,1,False,
Arifureta Shokugyou de Sekai Saikyou,TV,Light novel,0,False,White Fox
Keibiin,OVA,Unknown,3,False,
Majokko Tsukune-chan,OVA,Manga,6,False,Xebec
Hayashi-fusai,Special,Original,1,False,
Pochitto Hatsumei: Pikachin-Kit,ONA,Original,1,False,
Gegege no Kitarou: Youkai Daisensou,Movie,Unknown,1,False,Toei Animation
Kkurukkuruwa Chingudeul,TV,Unknown,13,False,
Hashire Melos (1981),Special,Novel,1,False,Toei Animation
Ajin Part 1: Shoudou,Movie,Manga,1,False,Polygon Pictures
Shiawasette Naani,OVA,Novel,1,False,Kyoto Animation
Mochi Mochi Panda,ONA,Original,0,True,
Hanamaru Youchien: Panda Neko Taisou,Special,Manga,8,False,Gainax
K,TV,Original,13,False,GoHands
Island,TV,Visual novel,0,False,feel.
B.B. Fish,OVA,Manga,1,False,Production I.G
Hello Kitty no Minna no Tanoshii Natsuyasumi,OVA,Unknown,1,False,
"Flanders no Inu, Boku no Patrasche",TV,Novel,26,False,TMS Entertainment
"Dies Irae: Marie&#039;s Memory ""Michi ni Tsuuzu Kiseki""",ONA,Visual novel,1,False,A.C.G.T.
Area 88 (TV),TV,Manga,12,False,Group TAC
Boku wa Tomodachi ga Sukunai Next,TV,Light novel,12,False,AIC Build
Galerians: Rion,OVA,Unknown,3,False,
Mobile Suit Gundam: Twilight Axis,ONA,Novel,6,False,Sunrise
Muteki Kanban Musume,TV,Manga,12,False,Telecom Animation Film
Turuturutu Narongi,TV,Original,52,False,
Anime Tengu no Kakuresato,OVA,Other,1,False,
Jinki:Extend,TV,Manga,12,False,feel.
Mahou Sensou,TV,Light novel,12,False,Madhouse
Minna Atsumare! Falcom Gakuen 3rd Season,TV,4-koma manga,0,False,
Spy Gekimetsu,Movie,Original,1,False,
Hanamaru Youchien Special Preview,Special,Manga,1,False,Gainax
Arcana Famiglia,TV,Visual novel,12,False,J.C.Staff
Soukou Kihei Votoms: Vol.1 Stories of the &#039;A.T. Votoms&#039;,OVA,Unknown,1,False,Sunrise
Sheng Shi Zhuang Niang,ONA,Novel,0,False,Imagineer
White Tree,Music,Music,1,False,
Kariage-kun,TV,Unknown,59,False,Toei Animation
Ginga Tetsudou 999: Shounen no Tabidachi to Wakare,Special,Unknown,1,False,Toei Animation
Toilet no Kamisama,Music,Music,1,False,
Robot Girls Z Specials,Special,Unknown,3,False,Toei Animation
Mobile Suit Gundam ZZ,TV,Original,47,False,Sunrise
Maria-sama ga Miteru: Haru,TV,Light novel,13,False,Studio Deen
Dragon Ball Kai: Mirai ni Heiwa wo! Goku no Tamashii yo Eien ni,Special,Manga,1,False,Toei Animation
Taiho Shichau zo in America,Special,Manga,1,False,Studio Deen
Pokemon: Pichu to Pikachu,Movie,Game,1,False,OLM
Shakugan no Shana II (Second) Specials,Special,Unknown,3,False,J.C.Staff
Sakamoto desu ga? Special,Special,Manga,1,False,Studio Deen
Gyakuten Majo Saiban: Chijo na Majo ni Sabakarechau The Animation,OVA,Visual novel,1,False,Seven
Charanpo Land no Bouken,Movie,Original,1,False,
Baka Mukashibanashi Movie: Jijii Wars,Movie,Unknown,1,False,
Koutetsujou no Kabaneri,TV,Original,12,False,Wit Studio
Heartwork: Symphony of Destruction,OVA,Visual novel,3,False,
McDull: Wo He Wo Mama,Movie,Unknown,1,False,
Mekakucity Actors,TV,Music,12,False,Shaft
Vampire Hunter,OVA,Game,4,False,Madhouse
Clarinet Kowashichatta,Music,Music,1,False,
Kingdom of Chaos: Born to Kill,OVA,Unknown,4,False,
Sekai Meisaku Douwa Series,TV,Unknown,4,False,Toei Animation
The iDOLM@STER Prologue SideM: Episode of Jupiter,Special,Game,1,False,A-1 Pictures
Hybrid Deka,Movie,Unknown,1,False,
Shintaisou: Kari,OVA,Visual novel,4,False,
Watashi no Coffee Samurai: Jihanki-teki na Kareshi,Special,Original,1,False,
Shiiba-san no Ura no Kao. with Imouto Lip,OVA,Manga,1,False,
Ningen Kakumei,OVA,Unknown,20,False,Toei Animation
Loveless Specials,Special,Manga,6,False,J.C.Staff
Genmu Senki Leda,OVA,Unknown,1,False,
City Hunter: Goodbye My Sweetheart,Special,Unknown,1,False,
Black Bullet,TV,Light novel,13,False,Kinema Citrus
Brothers Conflict OVA,OVA,Novel,2,False,Brain&#039;s Base
Hyouka: Motsubeki Mono wa,OVA,Novel,1,False,Kyoto Animation
Dochamon Junior 2,TV,Original,16,False,Calf Studio
Mobile Suit Gundam SEED Special Edition,Special,Original,3,False,Sunrise
Itsumo Kokoro ni Taiyou wo!,TV,Unknown,16,False,Studio Deen
Xi Yang Yang Yu Hui Tai Lang,TV,Unknown,0,True,
Nessa no Wakusei,OVA,Unknown,2,False,J.C.Staff
Mahoromatic: I&#039;m Home!,Special,Manga,2,False,Gainax
Nanako Kaitai Shinsho,OVA,Unknown,6,False,Radix
InuYasha: Toki wo Koeru Omoi,Movie,Manga,1,False,Kyoto Animation
Ikemen Sengoku: Toki wo Kakeru ga Koi wa Hajimaranai,TV,Game,12,False,TMS Entertainment
Congming de Yixiu Zhi Fan Dou Gongzhu,Movie,Unknown,1,False,
Peace Shitenchou,ONA,Other,5,False,Pops Inc.
Duel Masters (2017),TV,Original,51,False,Ascension
Gingitsune,TV,Manga,12,False,Diomedea
Kiniro no Corda: Secondo Passo,Special,Visual novel,2,False,Yumeta Company
Norn9: Norn+Nonet Recap,Special,Visual novel,1,False,Kinema Citrus
Kyokugen Dasshutsu Adv: Zennin Shibou Desu Prologue,ONA,Visual novel,1,False,Gonzo
Crayon Shin-chan Movie 01: Action Kamen vs. Haigure Maou,Movie,4-koma manga,1,False,Shin-Ei Animation
Pro Yakyuu wo 10-bai Tanoshiku Miru Houhou,Movie,Unknown,1,False,
A-Ko The Versus,OVA,Original,2,False,Studio Fantasia
Jankenman: Kaijuu Dai Kessen,OVA,Unknown,1,False,
Monster,TV,Manga,74,False,Madhouse
Shusaku Replay,OVA,Visual novel,4,False,
Yoake Tsugeru Lu no Uta,Movie,Original,1,False,Science SARU
Gegege no Kitarou (1968 Movie),Movie,Unknown,1,False,Toei Animation
Kaiketsu Tamagon,TV,Unknown,195,False,Tatsunoko Production
Dragon&#039;s Heaven,OVA,Unknown,1,False,AIC
Genki Genki Non-tan,TV,Unknown,15,False,Polygon Pictures
Naruto: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo! Special: Konoha Annual Sports Festival,Special,Original,1,False,Studio Pierrot
Geki Drive,ONA,Other,1,False,
Master of Epic: The Animation Age,TV,Game,12,False,Gonzo
Classroom☆Crisis Special,Special,Original,1,False,Lay-duce
City Hunter: Bay City Wars,Movie,Unknown,1,False,Sunrise
Macross F,TV,Original,25,False,Satelight
Aoki Hagane no Arpeggio: Ars Nova - Kirikumas,Special,Manga,13,False,
Tobidasu PriPara: Mi~nna de Mezase! Idol☆Grand Prix,Movie,Game,1,False,10Gauge
Chiisana Ahiru no Ooki na Ai no Monogatari: Ahiru no Kwak,TV,Other,52,False,Telescreen BV
Dongguo Xiaojie,ONA,Manga,15,False,Haoliners Animation League
Oppai no Ouja 48,OVA,Visual novel,2,False,T-Rex
Kero Kero Keroppi no Kyouryuu ga Deta,OVA,Unknown,1,False,
Anima Yell!,TV,4-koma manga,0,False,
Rosario to Vampire Capu2,TV,Manga,13,False,Gonzo
Iinari! Saimin Kanojo,OVA,Visual novel,2,False,
"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari! Season 2",TV,Game,0,False,CloverWorks
Kimagure Orange☆Road: Tanabata Special,OVA,Manga,1,False,Studio Pierrot
Oni Keibu Anpan,Special,Unknown,2,False,
Toaru Hikuushi e no Koiuta,TV,Light novel,13,False,TMS Entertainment
Maku,Movie,Unknown,1,False,
Kentauros no Densetsu,OVA,Unknown,1,False,
Mogura no Motoro,Movie,Unknown,1,False,Toei Animation
Isekai wa Smartphone to Tomo ni.,TV,Light novel,12,False,Production Reed
Nyuru Nyuru!! Kakusen-kun,TV,Unknown,25,False,DLE
Ponkotsu Quest: Maou to Haken no Mamono-tachi,ONA,Original,0,True,
Kaette Kita Top wo Nerae! Kagaku Kouza,Special,Original,2,False,Gainax
Fumoon,Special,Unknown,1,False,
Grisaia no Meikyuu Special,Special,Visual novel,1,False,8bit
Nanbaka,TV,Web manga,13,False,Satelight
Hidan no Aria AA,TV,Manga,12,False,Doga Kobo
GA: Geijutsuka Art Design Class,TV,4-koma manga,12,False,AIC Plus+
Blade of the Immortal,TV,Manga,13,False,Production I.G
Hyakki,OVA,Visual novel,3,False,Arms
Rumiko Takahashi Anthology,TV,Unknown,13,False,
Kerokko Demetan,TV,Unknown,39,False,Tatsunoko Production
Kaibutsu Gakushou,Movie,Original,1,False,Yamamura Animation
Avengers Confidential: Black Widow to Punisher,Movie,Other,1,False,Madhouse
Love Will Find the Way Back Home,Music,Music,1,False,
eX-Driver the Movie,Movie,Original,1,False,Actas
"Wake Up, Girl Zoo! Taiwan de Go!",Special,Original,1,False,Karasfilms
Gijinka de Manabo!,ONA,Other,1,False,
Variable Geo,OVA,Game,3,False,
Kankou Taisen Saitama: Sakuya no Tatakai,ONA,Unknown,4,False,
Zettai Karen Children Gentei Kaikin!! OVA Chou Sakidori Special!!,OVA,Unknown,1,False,SynergySP
Ochou Fujin no Gensou,Movie,Other,1,False,
Jigoku Shoujo: Yoi no Togi,TV,Original,6,False,Studio Deen
Master Blaster,Music,Unknown,1,False,
Present made no Michinori,ONA,Original,1,False,
Kiteretsu Daihyakka,TV,Manga,331,False,Studio Gallop
Samuroid Zero,Special,Original,1,False,Polygon Pictures
Prism Magical: Prism Generations!,OVA,Visual novel,1,False,Asahi Production
Ninja Hattori-kun Plus Perman: Ninja Kaijuu Jippou tai Miracle Tamago,Movie,Unknown,1,False,Shin-Ei Animation
"Subarashii Sekai Ryokou: Alaska no Tabi ""Daigo Hyougaki""",Special,Unknown,2,False,
Netorare Fighter Yaricchingu!,OVA,Original,3,False,
Ping Pong The Animation,TV,Manga,11,False,Tatsunoko Production
Taka no Tsume x Hello Kitty ga Masaka no Collab!,ONA,Original,1,False,DLE
Digimon Universe: Appli Monsters,TV,Original,52,False,Toei Animation
Little Witch Academia: Mahoujikake no Parade,Movie,Original,1,False,Trigger
Gunslinger Stratos: The Animation,TV,Game,12,False,A-1 Pictures
Seikimatsu Occult Gakuin Specials,Special,Original,4,False,A-1 Pictures
Tales of Symphonia The Animation: Sekai Tougou-hen Specials,Special,Game,3,False,ufotable
Iyashite Agerun Saiyuuki,OVA,Manga,1,False,
Chuumon no Ooi Ryouriten (1993),Movie,Book,1,False,
Tsukiuta. The Animation,TV,Music,13,False,Studio Pierrot
Tsukumo,Movie,Unknown,1,False,Sunrise
Maria†Holic: Run Run Riru Ran Ran Rara,Music,Unknown,1,False,
Kakumeiteki Broadway Shugisha Doumei,Music,Music,1,False,
Mikakunin de Shinkoukei: Mite. Are ga Watashitachi no Tomatteiru Ryokan yo.,Special,4-koma manga,1,False,Doga Kobo
Mim Mam Mint,TV,Original,4,False,Kachidoki Studio
Alice in Dreamland,Movie,Unknown,1,False,
Nonomura Byouin no Hitobito,OVA,Unknown,2,False,
Shounen Maid Kuuro-kun: Tenshi no Uta,OVA,Manga,1,False,Natural High
Cello Hiki no Gauche (OVA),OVA,Unknown,1,False,
Women,Movie,Original,1,False,
Buonomo,ONA,Unknown,13,False,
Fate/Grand Order: First Order,Special,Game,1,False,Lay-duce
Zenryoku Yobikou 5.5 Seminar Prologue,ONA,Other,1,False,
Pokemon: Pikachu to Pokemon Ongakutai,Movie,Game,1,False,OLM
Ore no Imouto ga Konnani Kawaii Wake ga Nai. Specials,ONA,Light novel,3,False,A-1 Pictures
Musashi no Ken,TV,Manga,72,False,Eiken
Chibi Maruko-chan Movie,Movie,Unknown,1,False,
Cardfight!! Vanguard,TV,Original,65,False,TMS Entertainment
Taisei Kensetsu: Shin Doha Kokusai Kuukou,Special,Unknown,1,False,
Crayon Angel,Movie,Original,1,False,
Yatterman the Movie: Shin Yattermecha Osu Gou! Omocha no Kuni de Dai Ketsudan da Koron,Movie,Unknown,1,False,Tatsunoko Production
Thermae Romae x Asahi Shimbun Digital Collaboration,Special,Unknown,1,False,DLE
Ramen Daisuki Koizumi-san,TV,Manga,12,False,Studio Gokumi
Nerenai!!!,Music,Music,1,False,
Inukami! The Movie: Tokumei Reiteki Sousakan Karina Shirou!,Movie,Light novel,1,False,Seven Arcs
Seto no Hanayome OVA,OVA,Manga,2,False,Gonzo
Ao no Exorcist: Kuro no Iede,Special,Manga,1,False,A-1 Pictures
Kinnikuman: New York Kiki Ippatsu!,Movie,Unknown,1,False,Toei Animation
Kyoushoku Soukou Guyver (1989),OVA,Manga,6,False,
Tokusou Kihei Dorvack,TV,Unknown,36,False,
Juushinki Pandora,TV,Original,0,True,Satelight
Sakamichi no Apollon,TV,Manga,12,False,Tezuka Productions
Kyoushirou to Towa no Sora,TV,Manga,12,False,TNK
Karen,OVA,Manga,1,False,
Tegami,OVA,Unknown,1,False,
Otome Nadeshiko Koi Techou,OVA,Unknown,1,False,
Kikou Sennyo Rouran,TV,Original,28,False,Zexcs
Ghost Messenger,OVA,Unknown,6,False,Studio Animal
Nora,OVA,Manga,1,False,
Boku wa Kimi wo Warawanai,Music,Music,1,False,
Fate/Zero: Onegai! Einzbern Soudanshitsu,Special,Unknown,6,False,ufotable
Pokemon: The Origin,Special,Game,4,False,Production I.G
Kikyuu,Music,Unknown,1,False,
Gall Force 2: Destruction,OVA,Original,1,False,AIC
Yong Zhe Da Mao Xian 2nd Season,ONA,Original,26,False,CG Year
Mayutoro The Toons,TV,Unknown,33,False,
Chihayafuru 3,TV,Manga,0,False,
Lupin III,TV,Manga,23,False,Tokyo Movie Shinsha
Ane Jiru The Animation: Shirakawa Sanshimai ni Omakase,OVA,Visual novel,2,False,T-Rex
Licca-chan Fushigi na Fushigi na Yunia Monogatari,OVA,Other,2,False,
Cine Mileage Card x Asa da yo! Kaishain,Special,Original,0,True,
Takunomi.,TV,Manga,12,False,Production IMS
Urashima Tarou (1952),Movie,Other,1,False,
Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary OVA,OVA,Visual novel,4,False,
Ari to Hato (1953),Movie,Other,1,False,
Digital Devil Story: Megami Tensei,OVA,Light novel,1,False,Animate Film
Midnight Eye: Gokuu,OVA,Manga,1,False,Madhouse
Gokinjo Monogatari the Movie,Movie,Original,1,False,Toei Animation
Ace wo Nerae! 2,OVA,Manga,13,False,
Spectral Force Chronicle Divergence,OVA,Game,1,False,
Grappler Baki (TV),TV,Manga,24,False,Group TAC
Cinderella Express,OVA,Manga,1,False,
Genei wo Kakeru Taiyou: Fumikomenai Kokoro,Special,Original,1,False,AIC
Meat or Die,ONA,Unknown,12,False,
Ga-Rei: Zero,TV,Manga,12,False,AIC Spirits
Penguin no Mondai Max,TV,Unknown,50,False,Shogakukan Music &amp; Digital Entertainment
